Rigidity(GV),Filter,Latitude,Longitude,X,Y,Z
19.6230,1,40.5551,60.8592,6.30700,10.0240,11.2385
19.6220,1,40.5539,60.8590,6.30686,10.0236,11.2377
19.6210,1,40.5527,60.8588,6.30672,10.0232,11.2369
19.6200,1,40.5515,60.8586,6.30659,10.0229,11.2362
19.6190,1,40.5504,60.8585,6.30645,10.0225,11.2354
19.6180,1,40.5492,60.8583,6.30631,10.0221,11.2347
19.6170,1,40.5480,60.8581,6.30618,10.0218,11.2339
19.6160,1,40.5468,60.8579,6.30604,10.0214,11.2332
19.6150,1,40.5456,60.8577,6.30590,10.0211,11.2324
19.6140,1,40.5444,60.8575,6.30576,10.0207,11.2316
19.6130,1,40.5433,60.8573,6.30563,10.0203,11.2309
19.6120,1,40.5421,60.8571,6.30549,10.0200,11.2301
19.6110,1,40.5409,60.8569,6.30535,10.0196,11.2294
19.6100,1,40.5397,60.8568,6.30522,10.0192,11.2286
19.6090,1,40.5385,60.8566,6.30508,10.0189,11.2279
19.6080,1,40.5373,60.8564,6.30494,10.0185,11.2271
19.6070,1,40.5362,60.8562,6.30480,10.0181,11.2263
19.6060,1,40.5350,60.8560,6.30467,10.0178,11.2256
19.6050,1,40.5338,60.8558,6.30453,10.0174,11.2248
19.6040,1,40.5326,60.8556,6.30439,10.0170,11.2241
19.6030,1,40.5314,60.8554,6.30426,10.0167,11.2233
19.6020,1,40.5302,60.8552,6.30412,10.0163,11.2226
19.6010,1,40.5291,60.8551,6.30398,10.0159,11.2218
19.6000,1,40.5279,60.8549,6.30384,10.0156,11.2210
19.5990,1,40.5267,60.8547,6.30371,10.0152,11.2203
19.5980,1,40.5255,60.8545,6.30357,10.0148,11.2195
19.5970,1,40.5243,60.8543,6.30343,10.0145,11.2188
19.5960,1,40.5231,60.8541,6.30330,10.0141,11.2180
19.5950,1,40.5220,60.8539,6.30316,10.0138,11.2173
19.5940,1,40.5208,60.8537,6.30302,10.0134,11.2165
19.5930,1,40.5196,60.8535,6.30289,10.0130,11.2157
19.5920,1,40.5184,60.8534,6.30275,10.0127,11.2150
19.5910,1,40.5172,60.8532,6.30261,10.0123,11.2142
19.5900,1,40.5160,60.8530,6.30247,10.0119,11.2135
19.5890,1,40.5149,60.8528,6.30234,10.0116,11.2127
19.5880,1,40.5137,60.8526,6.30220,10.0112,11.2120
19.5870,1,40.5125,60.8524,6.30206,10.0108,11.2112
19.5860,1,40.5113,60.8522,6.30193,10.0105,11.2105
19.5850,1,40.5101,60.8520,6.30179,10.0101,11.2097
19.5840,1,40.5089,60.8518,6.30165,10.0097,11.2089
19.5830,1,40.5078,60.8516,6.30152,10.0094,11.2082
19.5820,1,40.5066,60.8514,6.30138,10.0090,11.2074
19.5810,1,40.5054,60.8513,6.30124,10.0086,11.2067
19.5800,1,40.5042,60.8511,6.30111,10.0083,11.2059
19.5790,1,40.5030,60.8509,6.30097,10.0079,11.2052
19.5780,1,40.5018,60.8507,6.30083,10.0075,11.2044
