Rigidity(GV),Filter,Latitude,Longitude,X,Y,Z
19.6340,1,40.5729,60.8502,6.32798,10.0553,11.2777
19.6330,1,40.5718,60.8500,6.32784,10.0549,11.2769
19.6320,1,40.5706,60.8498,6.32771,10.0545,11.2762
19.6310,1,40.5685,60.8497,6.33178,10.0617,11.2828
19.6300,1,40.5673,60.8495,6.33164,10.0613,11.2820
19.6290,1,40.5661,60.8493,6.33150,10.0610,11.2813
19.6280,1,40.5650,60.8491,6.33136,10.0606,11.2805
19.6270,1,40.5638,60.8489,6.33123,10.0603,11.2798
19.6260,1,40.5626,60.8487,6.33109,10.0599,11.2790
19.6250,1,40.5614,60.8485,6.33095,10.0595,11.2782
19.6240,1,40.5602,60.8483,6.33081,10.0592,11.2775
19.6230,1,40.5591,60.8481,6.33068,10.0588,11.2767
19.6220,1,40.5579,60.8479,6.33054,10.0584,11.2760
19.6210,1,40.5567,60.8477,6.33040,10.0581,11.2752
19.6200,1,40.5555,60.8475,6.33026,10.0577,11.2744
19.6190,1,40.5543,60.8473,6.33013,10.0573,11.2737
19.6180,1,40.5531,60.8471,6.32999,10.0570,11.2729
19.6170,1,40.5520,60.8469,6.32985,10.0566,11.2722
19.6160,1,40.5508,60.8467,6.32971,10.0562,11.2714
19.6150,1,40.5487,60.8465,6.33378,10.0634,11.2780
19.6140,1,40.5475,60.8463,6.33365,10.0630,11.2773
19.6130,1,40.5463,60.8461,6.33351,10.0627,11.2765
19.6120,1,40.5452,60.8460,6.33337,10.0623,11.2757
19.6110,1,40.5440,60.8458,6.33323,10.0619,11.2750
19.6100,1,40.5428,60.8456,6.33310,10.0616,11.2742
19.6090,1,40.5416,60.8454,6.33296,10.0612,11.2735
19.6080,1,40.5404,60.8452,6.33282,10.0608,11.2727
19.6070,1,40.5392,60.8450,6.33268,10.0605,11.2719
19.6060,1,40.5381,60.8448,6.33255,10.0601,11.2712
19.6050,1,40.5369,60.8446,6.33241,10.0597,11.2704
19.6040,1,40.5357,60.8444,6.33227,10.0594,11.2697
19.6030,1,40.5345,60.8442,6.33213,10.0590,11.2689
19.6020,1,40.5333,60.8440,6.33200,10.0586,11.2681
19.6010,1,40.5321,60.8438,6.33186,10.0583,11.2674
19.6000,1,40.5310,60.8436,6.33172,10.0579,11.2666
19.5990,1,40.5289,60.8434,6.33579,10.0651,11.2732
19.5980,1,40.5277,60.8432,6.33565,10.0647,11.2725
19.5970,1,40.5265,60.8430,6.33551,10.0643,11.2717
19.5960,1,40.5253,60.8428,6.33538,10.0640,11.2710
19.5950,1,40.5241,60.8426,6.33524,10.0636,11.2702
19.5940,1,40.5230,60.8424,6.33510,10.0632,11.2694
19.5930,1,40.5218,60.8422,6.33496,10.0629,11.2687
19.5920,1,40.5206,60.8420,6.33483,10.0625,11.2679
19.5910,1,40.5194,60.8418,6.33469,10.0621,11.2672
19.5900,1,40.5182,60.8416,6.33455,10.0618,11.2664
19.5890,1,40.5170,60.8414,6.33441,10.0614,11.2656
19.5880,1,40.5159,60.8412,6.33428,10.0610,11.2649
19.5870,1,40.5147,60.8410,6.33414,10.0607,11.2641
19.5860,1,40.5135,60.8408,6.33400,10.0603,11.2634
19.5850,1,40.5123,60.8406,6.33386,10.0599,11.2626
19.5840,1,40.5111,60.8404,6.33373,10.0596,11.2618
19.5830,1,40.5090,60.8403,6.33779,10.0667,11.2685
19.5820,1,40.5079,60.8401,6.33765,10.0664,11.2677
19.5810,1,40.5067,60.8399,6.33752,10.0660,11.2669
19.5800,1,40.5055,60.8397,6.33738,10.0656,11.2662
19.5790,1,40.5043,60.8395,6.33724,10.0653,11.2654
19.5780,1,40.5031,60.8393,6.33710,10.0649,11.2646
19.5770,1,40.5019,60.8390,6.33697,10.0645,11.2639
19.5760,1,40.5008,60.8388,6.33683,10.0642,11.2631
19.5750,1,40.4996,60.8386,6.33669,10.0638,11.2624
19.5740,1,40.4984,60.8384,6.33655,10.0634,11.2616
19.5730,1,40.4972,60.8382,6.33642,10.0630,11.2608
19.5720,1,40.4960,60.8380,6.33628,10.0627,11.2601
19.5710,1,40.4948,60.8378,6.33614,10.0623,11.2593
19.5700,1,40.4936,60.8376,6.33600,10.0619,11.2586
19.5690,1,40.4925,60.8374,6.33587,10.0616,11.2578
