X,Y,Z
1405.13,9147.86,4086.54
1380.02,9150.38,4061.76
1355.26,9152.66,4036.73
1330.85,9154.68,4011.45
1306.79,9156.46,3985.93
1283.09,9158.00,3960.17
1259.76,9159.29,3934.19
1236.78,9160.35,3908.00
1214.17,9161.17,3881.59
1191.94,9161.76,3854.98
1170.08,9162.12,3828.17
1148.59,9162.25,3801.18
1127.48,9162.15,3774.01
1106.76,9161.84,3746.66
1086.42,9161.31,3719.15
1066.46,9160.56,3691.49
1046.89,9159.60,3663.67
1027.71,9158.44,3635.72
1008.92,9157.07,3607.62
990.525,9155.50,3579.41
972.519,9153.74,3551.07
954.907,9151.78,3522.61
937.688,9149.63,3494.06
920.864,9147.30,3465.40
904.434,9144.79,3436.65
888.400,9142.10,3407.81
872.760,9139.24,3378.90
857.514,9136.22,3349.92
842.663,9133.02,3320.87
828.206,9129.67,3291.76
814.141,9126.16,3262.59
800.468,9122.50,3233.38
787.187,9118.70,3204.14
774.295,9114.75,3174.85
761.791,9110.66,3145.54
749.675,9106.44,3116.21
737.943,9102.09,3086.85
726.595,9097.62,3057.49
715.629,9093.02,3028.12
705.041,9088.31,2998.75
694.832,9083.49,2969.38
684.996,9078.56,2940.02
675.534,9073.54,2910.68
666.441,9068.41,2881.35
657.715,9063.19,2852.05
649.353,9057.88,2822.78
641.353,9052.49,2793.53
633.710,9047.03,2764.33
626.423,9041.48,2735.16
619.488,9035.87,2706.03
612.900,9030.19,2676.96
606.658,9024.45,2647.93
600.757,9018.65,2618.96
595.193,9012.80,2590.05
589.964,9006.91,2561.19
585.064,9000.97,2532.40
580.491,8994.99,2503.68
576.240,8988.97,2475.03
572.306,8982.93,2446.44
568.687,8976.86,2417.94
565.378,8970.76,2389.51
562.374,8964.65,2361.15
559.671,8958.53,2332.88
557.266,8952.40,2304.69
555.152,8946.26,2276.59
553.327,8940.11,2248.57
551.785,8933.97,2220.64
550.522,8927.84,2192.79
549.533,8921.72,2165.04
548.813,8915.61,2137.38
548.359,8909.51,2109.81
548.165,8903.44,2082.33
548.226,8897.39,2054.94
548.538,8891.37,2027.65
549.096,8885.39,2000.46
549.895,8879.43,1973.36
550.931,8873.52,1946.35
552.197,8867.64,1919.44
553.691,8861.81,1892.62
555.405,8856.03,1865.90
557.337,8850.30,1839.28
559.481,8844.62,1812.75
561.831,8839.00,1786.31
564.383,8833.44,1759.97
567.133,8827.95,1733.72
570.074,8822.51,1707.57
573.203,8817.15,1681.51
576.514,8811.85,1655.54
580.002,8806.63,1629.65
583.662,8801.49,1603.86
587.490,8796.42,1578.16
591.481,8791.43,1552.54
595.629,8786.53,1527.01
599.930,8781.70,1501.57
604.378,8776.97,1476.21
608.970,8772.33,1450.93
613.699,8767.77,1425.73
618.561,8763.31,1400.61
623.552,8758.95,1375.57
628.666,8754.68,1350.61
633.898,8750.51,1325.72
639.245,8746.44,1300.90
644.699,8742.47,1276.15
650.258,8738.60,1251.48
655.916,8734.84,1226.87
661.669,8731.18,1202.32
667.511,8727.64,1177.84
673.438,8724.20,1153.43
679.445,8720.87,1129.07
685.527,8717.65,1104.77
691.680,8714.54,1080.53
697.899,8711.55,1056.34
704.179,8708.67,1032.20
710.515,8705.91,1008.11
716.904,8703.26,984.073
723.339,8700.73,960.080
729.817,8698.31,936.130
736.333,8696.01,912.223
742.882,8693.84,888.355
749.460,8691.78,864.525
756.062,8689.84,840.730
762.683,8688.02,816.969
769.320,8686.32,793.239
775.966,8684.74,769.539
782.619,8683.29,745.866
789.272,8681.95,722.218
795.923,8680.73,698.594
802.565,8679.64,674.991
809.195,8678.67,651.407
815.809,8677.82,627.841
822.401,8677.09,604.290
828.968,8676.48,580.753
835.504,8675.99,557.227
842.006,8675.62,533.711
848.468,8675.38,510.203
854.888,8675.25,486.701
861.259,8675.24,463.203
867.578,8675.35,439.708
873.840,8675.58,416.214
880.041,8675.93,392.719
886.177,8676.39,369.222
892.243,8676.97,345.722
898.235,8677.67,322.216
904.149,8678.48,298.703
909.979,8679.41,275.182
915.723,8680.44,251.651
921.375,8681.60,228.110
926.932,8682.86,204.556
932.389,8684.23,180.989
937.741,8685.71,157.408
942.986,8687.30,133.811
948.117,8689.00,110.198
953.132,8690.80,86.5672
958.026,8692.71,62.9180
962.795,8694.72,39.2497
967.434,8696.83,15.5615
971.940,8699.04,-8.14741
976.309,8701.35,-31.8775
980.536,8703.75,-55.6294
984.617,8706.26,-79.4034
988.549,8708.85,-103.200
992.327,8711.54,-127.020
995.947,8714.32,-150.863
999.406,8717.19,-174.729
1002.70,8720.14,-198.618
1005.82,8723.18,-222.532
1008.77,8726.31,-246.468
1011.55,8729.51,-270.428
1014.14,8732.80,-294.410
1016.55,8736.16,-318.415
1018.76,8739.60,-342.443
1020.79,8743.11,-366.492
1022.62,8746.69,-390.562
1024.25,8750.34,-414.653
1025.68,8754.06,-438.764
1026.90,8757.85,-462.893
1027.92,8761.69,-487.041
1028.71,8765.60,-511.205
1029.29,8769.56,-535.386
1029.66,8773.58,-559.581
1029.79,8777.66,-583.789
1029.70,8781.78,-608.010
1029.39,8785.95,-632.241
1028.83,8790.17,-656.481
1028.05,8794.43,-680.728
1027.02,8798.73,-704.981
1025.75,8803.08,-729.238
1024.24,8807.45,-753.497
1022.47,8811.86,-777.756
1020.46,8816.30,-802.013
1018.20,8820.77,-826.265
1015.68,8825.26,-850.511
1012.90,8829.78,-874.748
1009.86,8834.31,-898.974
1006.56,8838.87,-923.186
1002.99,8843.43,-947.382
999.153,8848.01,-971.559
995.048,8852.60,-995.715
990.673,8857.20,-1019.85
986.023,8861.79,-1043.95
981.099,8866.39,-1068.02
975.897,8870.99,-1092.06
970.417,8875.58,-1116.06
964.656,8880.16,-1140.03
958.614,8884.73,-1163.95
952.288,8889.29,-1187.82
945.678,8893.83,-1211.64
938.783,8898.35,-1235.42
931.601,8902.85,-1259.13
924.131,8907.32,-1282.78
916.373,8911.77,-1306.37
908.326,8916.19,-1329.89
899.988,8920.57,-1353.34
891.361,8924.92,-1376.72
882.442,8929.23,-1400.02
873.233,8933.49,-1423.23
863.732,8937.71,-1446.36
853.939,8941.89,-1469.39
843.856,8946.01,-1492.33
833.480,8950.08,-1515.17
822.814,8954.09,-1537.91
811.857,8958.05,-1560.54
800.610,8961.94,-1583.06
789.073,8965.78,-1605.46
777.248,8969.54,-1627.74
765.134,8973.23,-1649.90
752.733,8976.86,-1671.93
740.046,8980.41,-1693.82
727.074,8983.88,-1715.58
713.819,8987.27,-1737.20
700.281,8990.58,-1758.67
686.463,8993.81,-1779.99
672.366,8996.95,-1801.16
657.992,9000.00,-1822.16
643.343,9002.96,-1843.01
628.420,9005.82,-1863.68
613.227,9008.59,-1884.19
597.764,9011.26,-1904.51
582.035,9013.82,-1924.66
566.042,9016.29,-1944.62
549.788,9018.65,-1964.39
533.275,9020.90,-1983.97
516.506,9023.04,-2003.35
499.484,9025.07,-2022.53
482.213,9026.99,-2041.50
464.695,9028.79,-2060.26
446.933,9030.47,-2078.81
428.932,9032.03,-2097.13
410.693,9033.48,-2115.24
392.223,9034.80,-2133.11
373.522,9035.99,-2150.76
354.597,9037.06,-2168.17
335.450,9038.00,-2185.34
316.085,9038.81,-2202.27
296.507,9039.48,-2218.96
276.720,9040.03,-2235.39
256.728,9040.44,-2251.57
236.535,9040.71,-2267.50
216.147,9040.85,-2283.16
195.567,9040.85,-2298.56
174.800,9040.71,-2313.69
153.851,9040.43,-2328.55
132.725,9040.01,-2343.14
111.426,9039.44,-2357.45
89.9602,9038.73,-2371.47
68.3319,9037.88,-2385.22
46.5464,9036.88,-2398.68
24.6088,9035.73,-2411.85
2.52458,9034.43,-2424.73
-19.7011,9032.99,-2437.31
-42.0628,9031.40,-2449.60
-64.5550,9029.66,-2461.59
-87.1723,9027.76,-2473.27
-109.909,9025.72,-2484.66
-132.760,9023.53,-2495.73
-155.718,9021.18,-2506.50
-178.780,9018.68,-2516.95
-201.938,9016.03,-2527.10
-225.186,9013.23,-2536.93
-248.520,9010.28,-2546.44
-271.933,9007.17,-2555.64
-295.419,9003.91,-2564.52
-318.972,9000.50,-2573.07
-342.587,8996.93,-2581.31
-366.257,8993.21,-2589.22
-389.976,8989.34,-2596.81
-413.738,8985.32,-2604.07
-437.537,8981.15,-2611.01
-461.367,8976.82,-2617.62
-485.223,8972.34,-2623.90
-509.097,8967.71,-2629.86
-532.983,8962.93,-2635.49
-556.876,8958.01,-2640.79
-580.770,8952.93,-2645.76
-604.658,8947.70,-2650.40
-628.534,8942.33,-2654.71
-652.393,8936.81,-2658.69
-676.227,8931.14,-2662.35
-700.031,8925.33,-2665.68
-723.800,8919.38,-2668.68
-747.526,8913.28,-2671.35
-771.204,8907.04,-2673.69
-794.828,8900.65,-2675.71
-818.391,8894.13,-2677.41
-841.889,8887.47,-2678.78
-865.315,8880.67,-2679.83
-888.662,8873.74,-2680.55
-911.927,8866.67,-2680.96
-935.101,8859.46,-2681.04
-958.181,8852.12,-2680.81
-981.159,8844.66,-2680.27
-1004.03,8837.06,-2679.41
-1026.79,8829.34,-2678.23
-1049.43,8821.49,-2676.75
-1071.95,8813.51,-2674.96
-1094.34,8805.41,-2672.86
-1116.60,8797.19,-2670.45
-1138.72,8788.85,-2667.75
-1160.69,8780.40,-2664.74
-1182.51,8771.83,-2661.44
-1204.18,8763.14,-2657.84
-1225.68,8754.34,-2653.95
-1247.03,8745.43,-2649.77
-1268.20,8736.42,-2645.31
-1289.20,8727.29,-2640.56
-1310.01,8718.07,-2635.53
-1330.65,8708.74,-2630.22
-1351.09,8699.31,-2624.64
-1371.34,8689.78,-2618.78
-1391.40,8680.16,-2612.66
-1411.25,8670.44,-2606.27
-1430.90,8660.63,-2599.62
-1450.33,8650.74,-2592.72
-1469.55,8640.75,-2585.55
-1488.55,8630.68,-2578.14
-1507.33,8620.53,-2570.48
-1525.89,8610.30,-2562.58
-1544.21,8599.99,-2554.43
-1562.30,8589.61,-2546.06
-1580.15,8579.15,-2537.44
-1597.76,8568.63,-2528.60
-1615.13,8558.03,-2519.54
-1632.25,8547.37,-2510.26
-1649.12,8536.65,-2500.76
-1665.74,8525.87,-2491.04
-1682.10,8515.02,-2481.12
-1698.20,8504.13,-2471.00
-1714.04,8493.17,-2460.68
-1729.61,8482.17,-2450.16
-1744.92,8471.12,-2439.45
-1759.96,8460.03,-2428.55
-1774.73,8448.89,-2417.47
-1789.22,8437.71,-2406.21
-1803.44,8426.49,-2394.78
-1817.38,8415.24,-2383.18
-1831.04,8403.96,-2371.42
-1844.42,8392.64,-2359.49
-1857.51,8381.30,-2347.41
-1870.33,8369.93,-2335.18
-1882.85,8358.54,-2322.80
-1895.09,8347.13,-2310.27
-1907.03,8335.70,-2297.61
-1918.69,8324.26,-2284.82
-1930.05,8312.81,-2271.90
-1941.13,8301.34,-2258.85
-1951.91,8289.87,-2245.68
-1962.40,8278.40,-2232.39
-1972.59,8266.92,-2219.00
-1982.48,8255.44,-2205.49
-1992.09,8243.97,-2191.89
-2001.39,8232.50,-2178.18
-2010.40,8221.04,-2164.39
-2019.11,8209.59,-2150.50
-2027.53,8198.15,-2136.53
-2035.65,8186.73,-2122.48
-2043.47,8175.33,-2108.35
-2051.00,8163.95,-2094.15
-2058.23,8152.59,-2079.88
-2065.16,8141.25,-2065.55
-2071.80,8129.95,-2051.15
-2078.15,8118.67,-2036.71
-2084.20,8107.43,-2022.21
-2089.96,8096.22,-2007.66
-2095.43,8085.05,-1993.08
-2100.60,8073.91,-1978.45
-2105.48,8062.82,-1963.79
-2110.08,8051.78,-1949.10
-2114.38,8040.78,-1934.38
-2118.40,8029.83,-1919.64
-2122.14,8018.93,-1904.87
-2125.58,8008.08,-1890.10
-2128.75,7997.29,-1875.31
-2131.63,7986.56,-1860.51
-2134.23,7975.88,-1845.71
-2136.55,7965.27,-1830.91
-2138.60,7954.72,-1816.11
-2140.37,7944.24,-1801.31
-2141.87,7933.82,-1786.53
-2143.09,7923.48,-1771.76
-2144.05,7913.20,-1757.00
-2144.74,7903.00,-1742.27
-2145.16,7892.88,-1727.56
-2145.32,7882.83,-1712.87
-2145.21,7872.87,-1698.21
-2144.85,7862.98,-1683.59
-2144.23,7853.18,-1669.00
-2143.35,7843.46,-1654.45
-2142.22,7833.83,-1639.94
-2140.84,7824.29,-1625.47
-2139.22,7814.84,-1611.05
-2137.34,7805.49,-1596.68
-2135.23,7796.22,-1582.36
-2132.87,7787.05,-1568.09
-2130.28,7777.98,-1553.89
-2127.45,7769.01,-1539.74
-2124.38,7760.13,-1525.65
-2121.09,7751.36,-1511.63
-2117.57,7742.70,-1497.67
-2113.82,7734.13,-1483.79
-2109.85,7725.68,-1469.97
-2105.66,7717.33,-1456.23
-2101.26,7709.09,-1442.56
-2096.64,7700.96,-1428.97
-2091.81,7692.94,-1415.46
-2086.77,7685.04,-1402.04
-2081.52,7677.25,-1388.69
-2076.07,7669.57,-1375.43
-2070.43,7662.02,-1362.25
-2064.58,7654.58,-1349.17
-2058.54,7647.26,-1336.17
-2052.31,7640.06,-1323.26
-2045.89,7632.99,-1310.45
-2039.28,7626.04,-1297.73
-2032.49,7619.21,-1285.11
-2025.52,7612.50,-1272.59
-2018.37,7605.93,-1260.16
-2011.05,7599.48,-1247.83
-2003.56,7593.16,-1235.61
-1995.90,7586.96,-1223.48
-1988.07,7580.90,-1211.46
-1980.08,7574.97,-1199.55
-1971.94,7569.17,-1187.73
-1963.63,7563.51,-1176.03
-1955.17,7557.98,-1164.43
-1946.56,7552.58,-1152.94
-1937.80,7547.32,-1141.56
-1928.89,7542.20,-1130.29
-1919.84,7537.21,-1119.13
-1910.65,7532.37,-1108.08
-1901.33,7527.66,-1097.14
-1891.87,7523.09,-1086.32
-1882.28,7518.66,-1075.60
-1872.56,7514.37,-1065.00
-1862.71,7510.23,-1054.52
-1852.74,7506.23,-1044.15
-1842.65,7502.37,-1033.89
-1832.44,7498.65,-1023.75
-1822.12,7495.08,-1013.73
-1811.69,7491.66,-1003.82
-1801.14,7488.38,-994.030
-1790.49,7485.25,-984.355
-1779.73,7482.26,-974.797
-1768.88,7479.42,-965.356
-1757.92,7476.73,-956.033
-1746.87,7474.19,-946.827
-1735.72,7471.80,-937.738
-1724.48,7469.56,-928.768
-1713.15,7467.47,-919.915
-1701.74,7465.53,-911.180
-1690.24,7463.75,-902.563
-1678.66,7462.11,-894.063
-1667.01,7460.63,-885.682
-1655.27,7459.30,-877.419
-1643.46,7458.12,-869.273
-1631.59,7457.10,-861.245
-1619.64,7456.23,-853.334
-1607.62,7455.52,-845.541
-1595.54,7454.96,-837.866
-1583.40,7454.56,-830.308
-1571.20,7454.32,-822.866
-1558.95,7454.23,-815.542
-1546.63,7454.30,-808.334
-1534.27,7454.53,-801.243
-1521.85,7454.91,-794.267
-1509.39,7455.46,-787.408
-1496.88,7456.16,-780.665
-1484.33,7457.02,-774.037
-1471.74,7458.05,-767.524
-1459.11,7459.23,-761.126
-1446.44,7460.57,-754.842
-1433.73,7462.08,-748.673
-1421.00,7463.75,-742.617
-1408.23,7465.58,-736.675
-1395.43,7467.57,-730.847
-1382.61,7469.73,-725.131
-1369.77,7472.05,-719.528
-1356.90,7474.53,-714.037
-1344.02,7477.18,-708.658
-1331.11,7479.99,-703.390
-1318.19,7482.97,-698.233
-1305.26,7486.11,-693.187
-1292.32,7489.43,-688.251
-1279.37,7492.90,-683.425
-1266.41,7496.55,-678.708
-1253.44,7500.36,-674.101
-1240.48,7504.34,-669.601
-1227.51,7508.49,-665.210
-1214.54,7512.81,-660.927
-1201.58,7517.30,-656.751
-1188.62,7521.96,-652.682
-1175.67,7526.80,-648.719
-1162.73,7531.80,-644.863
-1149.80,7536.97,-641.111
-1136.89,7542.32,-637.465
-1123.99,7547.84,-633.924
-1111.10,7553.53,-630.486
-1098.24,7559.40,-627.153
-1085.40,7565.44,-623.922
-1072.59,7571.66,-620.795
-1059.80,7578.06,-617.769
-1047.04,7584.63,-614.846
-1034.31,7591.38,-612.024
-1021.61,7598.30,-609.302
-1008.95,7605.41,-606.682
-996.321,7612.69,-604.161
-983.734,7620.15,-601.739
-971.188,7627.80,-599.417
-958.686,7635.62,-597.192
-946.230,7643.62,-595.066
-933.821,7651.81,-593.038
-921.463,7660.18,-591.106
-909.157,7668.74,-589.271
-896.905,7677.48,-587.531
-884.711,7686.40,-585.887
-872.576,7695.51,-584.338
-860.503,7704.80,-582.884
-848.493,7714.28,-581.523
-836.550,7723.95,-580.256
-824.676,7733.81,-579.081
-812.873,7743.86,-577.999
-801.144,7754.10,-577.008
-789.491,7764.52,-576.108
-777.917,7775.14,-575.299
-766.423,7785.95,-574.580
-755.014,7796.95,-573.950
-743.691,7808.15,-573.410
-732.457,7819.54,-572.957
-721.314,7831.13,-572.592
-710.267,7842.91,-572.314
-699.316,7854.88,-572.122
-688.465,7867.06,-572.016
-677.716,7879.43,-571.996
-667.073,7892.00,-572.059
-656.539,7904.77,-572.207
-646.116,7917.74,-572.437
-635.806,7930.91,-572.750
-625.615,7944.28,-573.145
-615.543,7957.85,-573.620
-605.595,7971.63,-574.176
-595.773,7985.61,-574.812
-586.080,7999.79,-575.526
-576.521,8014.18,-576.318
-567.097,8028.77,-577.187
-557.812,8043.57,-578.132
-548.671,8058.57,-579.153
-539.675,8073.79,-580.249
-530.828,8089.21,-581.418
-522.135,8104.84,-582.661
-513.598,8120.68,-583.975
-505.220,8136.73,-585.360
-497.007,8152.98,-586.815
-488.960,8169.45,-588.339
-481.084,8186.13,-589.932
-473.384,8203.02,-591.591
-465.861,8220.13,-593.316
-458.521,8237.45,-595.106
-451.368,8254.98,-596.960
-444.405,8272.72,-598.876
-437.636,8290.68,-600.854
-431.065,8308.85,-602.891
-424.697,8327.23,-604.988
-418.536,8345.83,-607.142
-412.586,8364.65,-609.353
-406.851,8383.68,-611.619
-401.336,8402.92,-613.938
-396.045,8422.38,-616.309
-390.982,8442.06,-618.732
-386.153,8461.95,-621.203
-381.561,8482.05,-623.722
-377.212,8502.38,-626.287
-373.109,8522.91,-628.897
-369.258,8543.66,-631.549
-365.664,8564.63,-634.242
-362.331,8585.81,-636.975
-359.265,8607.21,-639.746
-356.470,8628.82,-642.552
-353.951,8650.64,-645.391
-351.713,8672.67,-648.263
-349.762,8694.92,-651.165
-348.103,8717.38,-654.094
-346.741,8740.05,-657.049
-345.681,8762.93,-660.028
-344.928,8786.02,-663.028
-344.488,8809.32,-666.047
-344.367,8832.83,-669.083
-344.570,8856.54,-672.133
-345.102,8880.46,-675.195
-345.969,8904.58,-678.267
-347.176,8928.91,-681.345
-348.730,8953.43,-684.428
-350.636,8978.16,-687.512
-352.899,9003.08,-690.595
-355.526,9028.20,-693.674
-358.522,9053.52,-696.746
-361.894,9079.03,-699.809
-365.646,9104.73,-702.858
-369.786,9130.61,-705.892
-374.319,9156.69,-708.907
-379.250,9182.95,-711.899
-384.587,9209.39,-714.866
-390.335,9236.01,-717.804
-396.499,9262.80,-720.710
-403.087,9289.78,-723.579
-410.105,9316.92,-726.410
-417.557,9344.23,-729.197
-425.452,9371.70,-731.937
-433.793,9399.34,-734.627
-442.589,9427.13,-737.262
-451.845,9455.08,-739.839
-461.567,9483.18,-742.354
-471.761,9511.43,-744.802
-482.434,9539.81,-747.179
-493.592,9568.34,-749.481
-505.240,9597.01,-751.704
-517.385,9625.80,-753.843
-530.033,9654.72,-755.894
-543.190,9683.76,-757.853
-556.862,9712.92,-759.714
-571.056,9742.19,-761.473
-585.776,9771.56,-763.125
-601.030,9801.04,-764.665
-616.822,9830.61,-766.089
-633.160,9860.26,-767.391
-650.048,9890.01,-768.567
-667.492,9919.83,-769.611
-685.499,9949.72,-770.517
-704.073,9979.68,-771.282
-723.221,10009.7,-771.898
-742.947,10039.8,-772.362
-763.258,10069.9,-772.667
-784.158,10100.0,-772.808
-805.653,10130.2,-772.780
-827.749,10160.4,-772.575
-850.449,10190.6,-772.190
-873.759,10220.9,-771.618
-897.684,10251.1,-770.853
-922.228,10281.3,-769.890
-947.397,10311.5,-768.722
-973.194,10341.7,-767.343
-999.625,10371.8,-765.748
-1026.69,10401.9,-763.930
-1054.40,10432.0,-761.884
-1082.76,10462.0,-759.602
-1111.76,10491.9,-757.079
-1141.41,10521.7,-754.309
-1171.73,10551.5,-751.285
-1202.70,10581.1,-748.001
-1234.33,10610.7,-744.451
-1266.63,10640.1,-740.628
-1299.60,10669.4,-736.527
-1333.23,10698.5,-732.140
-1367.54,10727.5,-727.462
-1402.53,10756.3,-722.485
-1438.19,10785.0,-717.205
-1474.53,10813.4,-711.613
-1511.55,10841.7,-705.705
-1549.25,10869.8,-699.474
-1587.64,10897.6,-692.913
-1626.70,10925.2,-686.016
-1666.45,10952.5,-678.777
-1706.89,10979.6,-671.189
-1748.01,11006.5,-663.248
-1789.81,11033.0,-654.946
-1832.29,11059.2,-646.277
-1875.46,11085.1,-637.236
-1919.30,11110.7,-627.816
-1963.83,11136.0,-618.012
-2009.03,11160.9,-607.818
-2054.91,11185.5,-597.229
-2101.46,11209.6,-586.238
-2148.69,11233.4,-574.840
-2196.57,11256.8,-563.031
-2245.13,11279.7,-550.804
-2294.34,11302.2,-538.154
-2344.21,11324.3,-525.077
-2394.74,11345.9,-511.567
-2445.91,11367.0,-497.621
-2497.72,11387.6,-483.232
-2550.17,11407.7,-468.398
-2603.25,11427.3,-453.113
-2656.96,11446.4,-437.374
-2711.28,11464.9,-421.177
-2766.22,11482.8,-404.517
-2821.76,11500.2,-387.392
-2877.90,11516.9,-369.799
-2934.63,11533.0,-351.733
-2991.94,11548.6,-333.193
-3049.82,11563.4,-314.175
-3108.26,11577.6,-294.678
-3167.26,11591.2,-274.699
-3226.80,11604.0,-254.237
-3286.87,11616.2,-233.289
-3347.47,11627.6,-211.854
-3408.57,11638.3,-189.932
-3470.18,11648.3,-167.521
-3532.28,11657.5,-144.622
-3594.85,11665.9,-121.233
-3657.88,11673.6,-97.3560
-3721.36,11680.4,-72.9902
-3785.28,11686.4,-48.1369
-3849.62,11691.6,-22.7972
-3914.37,11696.0,3.02751
-3979.52,11699.4,29.3353
-4045.04,11702.1,56.1240
-4110.92,11703.8,83.3910
-4177.16,11704.6,111.133
-4243.72,11704.6,139.348
-4310.60,11703.6,168.031
-4377.78,11701.6,197.178
-4445.23,11698.8,226.786
-4512.95,11695.0,256.848
-4580.92,11690.2,287.360
-4649.11,11684.4,318.316
-4717.51,11677.6,349.710
-4786.10,11669.9,381.536
-4854.85,11661.1,413.787
-4923.76,11651.4,446.454
-4992.80,11640.6,479.532
-5061.96,11628.7,513.011
-5131.20,11615.9,546.883
-5200.51,11601.9,581.139
-5269.87,11587.0,615.770
-5339.26,11570.9,650.765
-5408.65,11553.8,686.116
-5478.04,11535.7,721.810
-5547.38,11516.4,757.837
-5616.67,11496.1,794.187
-5685.87,11474.7,830.846
-5754.98,11452.2,867.802
-5823.96,11428.6,905.044
-5892.80,11404.0,942.559
-5961.46,11378.2,980.332
-6029.94,11351.4,1018.35
-6098.20,11323.5,1056.60
-6166.23,11294.4,1095.07
-6234.00,11264.3,1133.74
-6301.48,11233.1,1172.60
-6368.67,11200.9,1211.63
-6435.53,11167.5,1250.82
-6502.04,11133.1,1290.14
-6568.19,11097.6,1329.60
-6633.94,11061.0,1369.16
-6699.28,11023.4,1408.82
-6764.18,10984.7,1448.55
-6828.63,10945.0,1488.34
-6892.61,10904.3,1528.18
-6956.08,10862.6,1568.04
-7019.03,10819.8,1607.90
-7081.45,10776.0,1647.76
-7143.31,10731.3,1687.59
-7204.59,10685.5,1727.38
-7265.27,10638.8,1767.11
-7325.33,10591.2,1806.76
-7384.75,10542.6,1846.31
-7443.53,10493.0,1885.75
-7501.62,10442.6,1925.06
-7559.03,10391.3,1964.21
-7615.74,10339.1,2003.21
-7671.72,10286.1,2042.02
-7726.96,10232.2,2080.63
-7781.44,10177.5,2119.02
-7835.16,10121.9,2157.18
-7888.09,10065.6,2195.10
-7940.23,10008.6,2232.74
-7991.55,9950.76,2270.11
-8042.05,9892.23,2307.18
-8091.71,9832.99,2343.93
-8140.52,9773.08,2380.36
-8188.48,9712.50,2416.44
-8235.56,9651.28,2452.17
-8281.77,9589.46,2487.53
-8327.08,9527.03,2522.50
-8371.50,9464.04,2557.07
-8415.01,9400.51,2591.23
-8457.61,9336.45,2624.97
-8499.28,9271.90,2658.27
-8540.03,9206.87,2691.12
-8579.85,9141.38,2723.51
-8618.73,9075.48,2755.43
-8656.66,9009.17,2786.88
-8693.65,8942.48,2817.83
-8729.69,8875.44,2848.28
-8764.78,8808.07,2878.22
-8798.91,8740.40,2907.64
-8832.09,8672.44,2936.54
-8864.31,8604.23,2964.90
-8895.57,8535.79,2992.72
-8925.87,8467.14,3019.99
-8955.22,8398.31,3046.71
-8983.60,8329.31,3072.87
-9011.03,8260.18,3098.47
-9037.51,8190.94,3123.49
-9063.04,8121.61,3147.95
-9087.62,8052.22,3171.82
-9111.26,7982.78,3195.11
-9133.96,7913.32,3217.82
-9155.72,7843.87,3239.94
-9176.55,7774.43,3261.48
-9196.45,7705.05,3282.42
-9215.43,7635.73,3302.77
-9233.50,7566.51,3322.53
-9250.66,7497.39,3341.70
-9266.92,7428.40,3360.28
-9282.28,7359.57,3378.26
-9296.76,7290.90,3395.66
-9310.36,7222.43,3412.47
-9323.08,7154.17,3428.69
-9334.95,7086.13,3444.32
-9345.95,7018.35,3459.38
-9356.12,6950.82,3473.85
-9365.45,6883.58,3487.75
-9373.94,6816.64,3501.07
-9381.63,6750.02,3513.83
-9388.50,6683.73,3526.02
-9394.58,6617.79,3537.65
-9399.87,6552.21,3548.72
-9404.38,6487.01,3559.25
-9408.12,6422.21,3569.23
-9411.11,6357.81,3578.67
-9413.36,6293.84,3587.57
-9414.87,6230.30,3595.95
-9415.65,6167.21,3603.80
-9415.73,6104.58,3611.14
-9415.10,6042.42,3617.97
-9413.78,5980.75,3624.30
-9411.79,5919.57,3630.14
-9409.13,5858.90,3635.48
-9405.81,5798.75,3640.35
-9401.86,5739.12,3644.74
-9397.27,5680.03,3648.67
-9392.06,5621.48,3652.14
-9386.24,5563.49,3655.16
-9379.83,5506.06,3657.74
-9372.83,5449.20,3659.88
-9365.26,5392.91,3661.60
-9357.13,5337.21,3662.90
-9348.45,5282.11,3663.80
-9339.23,5227.60,3664.29
-9329.49,5173.69,3664.39
-9319.23,5120.39,3664.10
-9308.47,5067.71,3663.44
-9297.23,5015.64,3662.42
-9285.50,4964.20,3661.03
-9273.30,4913.39,3659.30
-9260.65,4863.20,3657.23
-9247.55,4813.65,3654.82
-9234.02,4764.74,3652.09
-9220.07,4716.47,3649.04
-9205.71,4668.84,3645.69
-9190.94,4621.86,3642.04
-9175.79,4575.52,3638.10
-9160.26,4529.83,3633.88
-9144.36,4484.80,3629.39
-9128.11,4440.41,3624.64
-9111.51,4396.67,3619.62
-9094.57,4353.58,3614.37
-9077.31,4311.15,3608.87
-9059.74,4269.37,3603.14
-9041.86,4228.24,3597.19
-9023.68,4187.75,3591.03
-9005.22,4147.92,3584.65
-8986.49,4108.74,3578.08
-8967.49,4070.20,3571.32
-8948.23,4032.31,3564.38
-8928.73,3995.06,3557.26
-8908.99,3958.46,3549.98
-8889.02,3922.49,3542.53
-8868.83,3887.16,3534.94
-8848.44,3852.47,3527.19
-8827.84,3818.41,3519.31
-8807.05,3784.97,3511.30
-8786.07,3752.16,3503.16
-8764.92,3719.98,3494.91
-8743.60,3688.41,3486.55
-8722.12,3657.46,3478.08
-8700.50,3627.13,3469.52
-8678.72,3597.40,3460.87
-8656.81,3568.27,3452.14
-8634.77,3539.74,3443.32
-8612.62,3511.82,3434.44
-8590.34,3484.48,3425.49
-8567.96,3457.73,3416.48
